ID,Name,BackUpBlock,BackUpBlockErrors,MaxBlockRepetition,MaxBlockRepetitionInSession,EndSessionOnHitCriterion,NextBlockOnHitCriterion,HitCriterion,Reinforcement
1,Pre-training,0,0,0,0,0,0,0,100
2,Pre-training,1,2,0,0,0,0,0,100
3,Pre-training,2,2,0,0,0,0,0,100
4,Pre-training,3,2,0,0,0,0,0,100
5,Pre-training,4,2,0,0,0,0,0,100
6,Pre-training,5,2,0,0,0,0,0,100
