ID,Name,BackUpBlock,BackUpBlockErrors,MaxBlockRepetition,MaxBlockRepetitionInSession,EndSessionOnHitCriterion,NextBlockOnHitCriterion,NextBlockOnNotCriterion,HitCriterion,Reinforcement
1,Probes-BC-CB-constant-words,,,3,0,0,2,1,100,0
